STRATA,CONTENT
高繁亚群,高繁亚群位于五台群上部，由一套绿片岩相具鲍马序列特征的泥砂质沉积岩组成。简介以千枚岩、绢英片岩、变粉砂岩为主，夹石英岩、碳质片岩及少量凝灰岩。包括张仙堡组、磨河组。下与台怀亚群和石咀亚群、上与滹沱群的南台亚群均为不整合接触。厚1167.9米。[1] 
郭家窑组,
横岭关群,
红透山(岩)组,命名邵静波、何恃松，1981年命名；地科院天津所李俊建等，1994年介绍。特征红透山（岩）组岩段由黑云变粒岩、角闪变粒岩、含榴斜长角闪岩、黑云浅粒岩、黑云片岩夹磁铁石英岩等构成。是红透山式铜矿主要含矿层位。红透山（岩）组命名邵静波、何恃松，1981年命名；地科院天津所李俊建等，1994年介绍。红透山（岩）组特征红透山（岩）组[1] 岩段由黑云变粒岩、角闪变粒岩、含榴斜长角闪岩、黑云浅粒岩、黑云片岩夹磁铁石英岩等构成。是红透山式铜矿主要含矿层位。
鸿门(岩)组,鸿门（岩）组时代Ar3鸿门（岩）组命名山西区域地质测量大队武铁山、张居星，1967年命名。鸿门（岩）组特征台怀亚群中部。以富钠的细碧岩夹酸性火山岩、变绿泥片岩、绢云绿泥片岩、绿泥钠长片岩为主夹绢英片岩、绢云片岩，偶含不稳定的磁铁石英岩。下与芦嘴头组呈整合接触；上被高繁亚群不整合覆盖。出露厚度873-900米以上。鸿门（岩）组同物异名老潭沟组、铁磐段。[1] 
后山村组,后山村组，是铜矿峪群底部的组。后山村组基本信息山西省地矿局，1978年介绍。后山村组特征由岩性单一、厚度较薄的石英岩和绢英岩构成，偶含砾石。与下伏铜凹组呈平行不整合接触；与上覆圆头山组呈整合接触。厚7-33米。 [1] 
滑车岭组,滑车岭组位于台怀亚群顶部。以黑云变粒岩为主，夹少量斜长角闪岩、浅粒岩及绿泥黑云片岩。滑车岭组年代Ar3滑车岭组命名山西区域地质调查大队刘德佑，1980年命名。滑车岭组特征下与老潭沟组呈整合接触，未见上覆地层。出露厚1114.86米。[1] 
集宁(岩)群,集宁（岩）群是李璞、钟富道于1964年命名的岩石地层名称。集宁（岩）群特征该（岩）群下部以夕线（堇青）石榴正长（二长、斜长）片麻岩、含紫苏黑云斜长片麻岩、石墨片岩为主，夹含夕线石榴变（浅）粒岩、长石石英岩、麻粒岩、斜长角闪岩和含石墨透辉大理岩；上部以含夕线石、石榴长石石英岩和变（浅）粒岩为主，夹夕线石榴片麻岩和黑云斜长片麻岩。其原岩是含碳质半粘土质岩石、泥质砂岩及火山岩和碳酸盐岩。本（岩）群与下伏岩群（或杂岩）多数研究者认为是不整合接触。该（岩）群变粒岩全岩Rb-Sr等时线年龄为2316±38Ma，2367±127Ma。集宁（岩）群层型正层型为内蒙古集宁三岔口东山剖面和凉城县-卓资县花山剖面，李璞道，钟富道1964年测。集宁（岩）群分布范围内蒙古集宁、兴和一带。[1-2] 
夹皮沟(岩)群,特征本（岩）群大体可分为两个组。下部称老牛沟组， （角闪）铁英岩为主；上部为三道沟组，以黑云斜长变粒岩、（石榴）斜长角闪岩、铁英岩为主，有少量石英片岩。二者为整合接触。据近年研究（沈宝丰等，1994），该（岩）群中有许多灰色片麻岩为变质侵入体，表壳岩是其中的残留体。三道沟组斜长角闪片麻岩锆石U-Pb一致线年龄为2490±44Ma，黑云片岩之锆石（碎屑）208Pb/207Pb年龄为2639Ma，斜长角闪岩全岩Rb-Sr等时线年龄为2765±266Ma。本（岩）群不整合在龙岗（岩）群之上。 [1] 
建平(岩)群,建平（岩）群是辽宁区域地质测量大队四分队于1960年命名的岩石地层名称。建平（岩）群命名辽宁区域地质测量大队四分队，1960年命名。建平（岩）群分布范围东北，辽宁省。[1] 
绛县群,绛县群（Jiangxian Gr）的时代属新太古代—古元古代。主要分布在山西省中条山绛县—垣曲县一带，为浅变质岩系。绛县群基本资料地层名称:地层名称（英文）:绛县群简介绛县群自下而上分为4组：①平头岭组，主要为厚层石英岩夹片岩，偶含砾，厚10～42米；②横岭关组，为一套片岩，是本区变质铜矿赋矿层位，厚1381米；③圆头山组，下部以厚层石英岩为主夹片岩，上部为泥岩，厚744米；④铜矿峪组，以变质富钾火山岩和火山碎屑岩为主，上部片岩，厚度大于1481米，是本区铜矿主要含矿层位。变质程度为低绿片岩相—低角闪岩相。铜矿峪组变流纹质凝灰岩中锆石年龄21.15亿年、25.30亿年，变质熔结凝灰岩单颗粒锆石U Pb年龄21.66亿年、24.55亿年。与下伏涑水杂岩和上覆中条群均呈不整合接。[1] 绛县群命名白瑾1962年命名，山西地质局区测队(1972)发表。命名剖面位于山西垣曲县北西约8.5km绛县平头岭—后山村(平头岭组、横岭关组)和山西垣曲县北约7.5km圆头山—铜矿峪(圆头山组、铜矿峪组)。绛县群沿革1962年，白瑾将这套变质岩系称为绛县群，自下而上分为平头岭组、横岭关组和铜矿峪组，归太古宇。并认为下与涑水杂岩，上与中条群均呈不整合接触，前者称之为涑水运动，与阜平运动相当，后者为五台运动。《中条山铜矿地质》编写组(1978)将其划归古元古界。1984年，山西地质局214队1:5万绛县幅将横岭关组改称铜凹组，与平头岭组一起称为横岭关亚群。原铜矿峪组升格为铜矿峪亚群，含5个岩组。山西地矿局(1989)将绛县群改称为绛县超群中的上绛县群，自下而上分为平头岭组、横岭关组、圆头山组、铜矿峪组，归上太古界。孙大中等(1993)仍将其称为绛县群，沿用上述四分方案，归古元古界。绛县群特征主要分布在中条山绛县横岭关—垣曲县铜矿峪一带和上玉坡—胡家峪背斜的核部。岩性自下而上分为：1.  平头岭组 分布在绛县横岭关以西， 平头岭—石羊山—楼房底一带。主要为厚层状细粒石英岩， 常夹有石榴绢云片岩透镜体。底部时有1—3m厚的银灰色绢云石英片岩。石英岩偶含砾，砾石成分以脉石英为主， 砾径一般为0.5—1cm， 滚圆度较好。白瑾等认为该含砾石英岩为底砾岩，绢云石英片岩为古风化壳，因而推断该组与其两侧的涑水杂岩为沉积不整合关系。组厚10—42m。2.  横岭关组 出露于绛县庙疙瘩—横岭关—老宝窝一带。自下而上分为4个岩性段：一段为含炭质十字石榴绢云片岩；二段具韵律条带的绢云石英片岩、绢云片岩和(堇青)二云片岩；三段为十字石榴绢云片岩夹黑云片岩和角闪石岩、斜长角闪岩，该段是中条山地区含沉积变质型铜矿的层位；四段为绢云石英片岩，层纹清晰，交错层发育。组厚约1381m。3. 圆头山组 下部以厚层状细—中粒石英岩为主，局部夹薄层状、透镜状绢云石英岩或绢云片岩，厚7—26m。层位稳定，岩石常保留较好粒级序、交错层及波痕等原生沉积组构。局部含砾，砾石主要为石英岩、砾径一般3—10cm，滚圆度和分选性较好，具底砾岩性质。上部主要是绢云石英岩和绢云片岩，其底部有一层磁铁绿泥绢云片岩， 层位稳定。向上绢云石英岩和绢云片岩中含有较多的火山凝灰物质。组厚约744m。4. 铜矿峪组 主要出露在铜矿峪一带，向南在北峪一带也有出露。以变质的富钾火山岩和火山碎屑岩为主，火山岩具双峰式特征。自下而上分3个岩段：一段以变质富钾火山岩为主，变富钾流纹岩和变富钾火山碎屑岩交替出现。总体上，熔岩与碎屑岩的比例约为1∶3。可分5个喷发旋回，每个小旋回以熔岩的喷发开始，以大量火山碎屑岩的喷出结束。火山岩的结构构造保留得十分清楚。火山活动早期，伴有正常陆缘碎屑物质沉积—约1m厚的石英岩，具变余砂状结构，石英含量约85%；二段为变钾质基性火山岩，由黑云片岩、绢云绿泥片岩、绿泥黑云片岩等组成，片理发育，变余气孔和杏仁构造清楚。底部可见2—3层流纹岩，说明与一段之间呈过渡关系；三段岩石出露较广，下部是绢云石英岩、绢云片岩、含绿泥绢云片岩和石英岩，底部可见变基性火山岩夹层，与二段呈过渡关系。上部为变火山凝灰岩与绢云石英片岩互层，伴有小规模熔岩喷发和次火山岩侵入。绢云石英片岩和绢云石英岩具清楚的沉积特征，如层理、韵律和沉积条带，有时有交错层、波痕等。厚度大于1481m。其中赋存铜矿峪型变质火山斑岩铜矿， 为中条山地区主要含矿层位。变质程度为低绿片岩相至低角闪岩相，低角闪岩相与后期热作用叠加有关(山西地矿局，1989)。该群下部平头岭组和横岭关组的原岩主要为泥质—半泥质岩，其中砂质较高的岩石可见交错层和波痕，属浅海沉积环境。横岭关组局部有浊流组构，为浅水风暴浊流沉积产物。上部的圆头山组和横岭关组，前者原岩为石英砂岩、含砾石英砂岩及含有较多火山凝灰物质的沉积岩；后者发育双峰式火山岩和含有半泥质沉积岩。火山喷发发育3期：早期以富钾酸性火山岩为主；中期主要为钾质基性火山岩；晚期主要为酸性火山凝灰岩。这两组的沉积碎屑岩具交错层和波痕，亦反映为浅海相环境。铜矿峪组古地磁级坐标，纬度=22.3 ，经度=214.6 ，古纬度=2.8 。北峪铜矿峪组变流纹质凝灰岩锆石样品用离子探针质谱测定了25个自形锆石颗粒，其中14颗锆石集中在平均值为2115±6Ma的一致线附近，另外10颗年龄落在2530±3Ma一致线附近， 还有一颗锆石为2770±16Ma。铜矿峪组变质熔结凝灰岩锆石样品， 用单颗粒锆石U-Pb法，其中6组获得2166±1Ma的精确年龄，另一组锆石年龄为2455Ma。上述2166Ma、2115Ma代表岩浆结晶年龄， 2455Ma、2530Ma和2770Ma为继承年龄和捕获晶年龄(孙大中等，1993)。因此， 确定该群的年代上界为2110Ma。绛县群与下伏涑水杂岩呈不整合接触关系，与上覆中条群呈不整合接触关系。绛县群的横岭关组与上覆圆头山组为假整合或不整合接触。绛县群备考徐朝雷等(1994)认为绛县群属太古宇，2.5Ga变质，其形成下限年龄约为2.8Ga。撰者: 孙大中作者1: 白瑾年份1:1962系名: 古元古界
胶东(岩)群,特征指分布于鲁东地区新太古代变形变质花岗岩之中的变粒岩、斜长角闪岩夹磁铁石英岩岩石组合。分为以斜长角闪岩、角闪斜长变粒和黑云斜长变粒岩组成苗家岩组；以黑云变粒岩、细纹状黑云变粒岩、条纹条带状黑云变粒岩夹磁铁石英岩组成的唐家庄（岩）组、齐山（岩）组、林家寨（岩）组。角闪岩相局部麻粒岩相变质岩层。[1] 
金凤岭(岩)组,金凤岭（岩）组是沈宝丰等于1989年命名的岩石地层名称。金凤岭（岩）组命名沈宝丰等，1989年命名；中国地质科学院天津地质矿产研究所，1994年介绍。金凤岭（岩）组分布范围东北，辽宁省。[1] 
金岗库组,为石嘴亚群最下部的组。以斜长角闪岩、角闪变粒岩和黑云变粒岩为主，夹较稳定的磁铁石英岩和二云石英片岩（夕线二云片岩、蓝晶白云片岩）。上与庄旺组整合接触；未见底（底部与阜平（岩）群为韧性断层接触）。出露厚度为1014.92米。特征为石嘴亚群最下部的组。以斜长角闪岩、角闪变粒岩和黑云变粒岩为主，夹较稳定的磁铁石英岩和二云石英片岩（夕线二云片岩、蓝晶白云片岩）。上与庄旺组整合接触；未见底（底部与阜平（岩）群为韧性断层接触）。出露厚度为1014.92米。[1] 
近周营组,近周营组[1] 为吕梁群自下而上第三个组。主要由块状变玄武岩夹绿泥钠长片岩和透闪片岩所组成。底部与裴家庄组平行不整合，其上与杜家沟组整合接触。出露厚度2092米以上。命名北京地质学院山西实习大队，1959年命名为近周营变火山岩组。
阚集杂岩,阚集杂岩，是1985年安徽区域地质调查大队命名的一种岩石，其厚度1278-3424米以上。阚集杂岩命名来源阚集杂岩 Ar3 安徽区域地质调查大队，1985年命名。阚集杂岩重要特征为以黑云斜长片麻岩、黑云斜长角闪片麻岩为主及、斜长角闪岩、含磁铁黑云石英片岩、角闪片岩、大理岩等，下未见底；上与肥东岩群接触关系不明。厚度1278-3424米以上。包括原大横山组、桴槎山组、桥头集组（部分）。[1] 
